time	Ix(U1:TE)/V(vin)
2.082435160000015e-01	4.749938e-05
2.085218200000032e-01	4.085050e-03
2.090000000000000e-01	1.140523e-02
2.098675551428513e-01	1.140517e-02
2.107351102857026e-01	1.140512e-02
2.116026654285539e-01	1.140507e-02
2.124702205714052e-01	1.140502e-02
2.133377757142564e-01	1.140497e-02
2.142053308571077e-01	1.140492e-02
2.150728859999590e-01	1.140488e-02
2.171457719999181e-01	1.140476e-02
2.190000000000000e-01	1.140467e-02
2.190979596000574e-01	6.857845e-03
2.192938788001721e-01	2.425812e-03
2.196081615997706e-01	4.448801e-04
2.200000000000000e-01	0.000000e+00
2.280000000000000e-01	0.000000e+00
2.280097576098545e-01	4.043269e-07
2.280292728295635e-01	1.923241e-06
2.280609695605819e-01	1.165120e-05
2.281000000000000e-01	2.601026e-05
2.291000000000000e-01	2.600996e-05
2.291100000000000e-01	1.883700e-05
2.291300000000000e-01	9.812077e-06
2.291600000000000e-01	3.820768e-06
2.292000000000000e-01	1.306549e-07
2.300000000000000e-01	0.000000e+00
2.300292000000000e-01	1.987470e-07
2.300876000000000e-01	8.225504e-07
2.302044000000001e-01	1.814551e-05
2.304380000000003e-01	8.694616e-05
2.305327999999996e-01	3.134771e-04
2.307223999999984e-01	3.739275e-03
2.310000000000000e-01	1.140504e-02
2.324285714285714e-01	1.140496e-02
2.338571428571428e-01	1.140488e-02
2.352857142857143e-01	1.140481e-02
2.367142857142857e-01	1.140473e-02
2.381428571428571e-01	1.140466e-02
2.395714285714286e-01	1.140458e-02
2.410000000000000e-01	1.140451e-02
2.411000000000000e-01	6.816578e-03
2.413000000000000e-01	2.328800e-03
2.416000000000000e-01	4.216492e-04
2.420000000000000e-01	0.000000e+00
2.500000000000000e-01	0.000000e+00
2.500100000000000e-01	4.200555e-07
2.500300000000000e-01	1.868463e-06
2.500600000000000e-01	1.129009e-05
2.501000000000000e-01	2.601142e-05
2.511000000000000e-01	2.601112e-05
2.511092000000000e-01	1.919115e-05
2.511276000000001e-01	1.096091e-05
2.511644000000002e-01	4.089719e-06
2.512000000000000e-01	0.000000e+00
2.520000000000000e-01	0.000000e+00
2.520347880000003e-01	2.368545e-07
2.521043640000011e-01	1.459068e-06
2.522435160000025e-01	4.749796e-05
2.525218200000053e-01	4.084928e-03
2.530000000000000e-01	1.140489e-02
2.538675551428475e-01	1.140484e-02
2.547351102856950e-01	1.140479e-02
2.556026654285424e-01	1.140475e-02
2.564702205713899e-01	1.140470e-02
2.573377757142373e-01	1.140466e-02
2.582053308570848e-01	1.140461e-02
2.590728859999323e-01	1.140457e-02
2.614373159995936e-01	1.140445e-02
2.630000000000000e-01	1.140438e-02
2.630979596000949e-01	6.857671e-03
2.632938788002845e-01	2.425751e-03
